"t";"pig";"FI";"OLW";"culled";"week";"pen";"feedMix"
11;11;2,2277750759067;40,483797586072;0;2;1;1
11;12;2,14702469544535;40,213620900327;0;2;1;1
11;13;1,97982244830611;38,7715609964448;0;2;1;1
11;14;2,33603156066506;41,4688720882856;0;2;1;1
11;15;1,55391208077226;37,2931514196023;0;2;1;1
12;1;1,36594620857747;36,1104637905355;0;2;1;1
12;2;2,28676618118347;41,2977057567961;0;2;1;1
12;3;1,7046649540643;36,8543499765851;0;2;1;1
12;4;1,61123174823282;40,6098807583905;0;2;1;1
12;5;1,88127574297795;39,1054843109225;0;2;1;1
12;6;2,14520940763255;37,6529021419299;0;2;1;1
12;7;1,89343819813118;40,2860887867841;0;2;1;1
12;8;1,55937584014514;37,1664467688345;0;2;1;1
12;9;1,56400650302815;39,1558176147709;0;2;1;1
12;10;1,43367768911222;36,7561420564172;0;2;1;1
12;11;2,05723592661361;41,4565174289116;0;2;1;1
12;12;1,88361614454242;40,1177954739278;0;2;1;1
12;13;1,80205907561319;37,1454232618536;0;2;1;1
12;14;2,33491218468817;41,1709386614315;0;2;1;1
12;15;2,05468136322992;36,7735474567142;0;2;1;1
13;1;1,49315850542625;38,2232669622305;0;2;1;1
13;2;2,14390561358305;41,808494718095;0;2;1;1
13;3;1,67885783375133;38,1548200811402;0;2;1;1
13;4;1,88959495415927;40,5117346528037;0;2;1;1
13;5;1,55893836023282;37,1223896017695;0;2;1;1
13;6;2,08383895591653;41,2782506183788;0;2;1;1
13;7;1,64025738879851;38,0321137076725;0;2;1;1
13;8;1,51089555134195;37,6928141851686;0;2;1;1
13;9;1,97321050906107;40,8014130518393;0;2;1;1
13;10;1,61570464246594;37,6443254419766;0;2;1;1
13;11;2,39929976182487;41,4231998213761;0;2;1;1
13;12;1,5474258086531;39,6063747386909;0;2;1;1
13;13;1,94448681753255;40,6922699135801;0;2;1;1
13;14;2,46707417778834;42,2765702127755;0;2;1;1
13;15;1,89639614316225;38,5766105652826;0;2;1;1
14;1;1,30138292197918;37,1355909253575;0;2;1;1
14;2;2,54651670241314;44,0555432256222;0;2;1;1
14;3;1,94913810225979;39,9991324774239;0;2;1;1
14;4;1,83167914926693;41,7249686130233;0;2;1;1
14;5;1,61845637830323;38,0789270575203;0;2;1;1
14;6;1,93994712749489;40,4687440529217;0;2;1;1
14;7;1,71980161215477;39,9855432362017;0;2;1;1
14;8;1,70738284670399;37,990781861545;0;2;1;1
14;9;1,71769888830126;40,4770092802095;0;2;1;1
14;10;1,55700265551842;37,8020179541376;0;2;1;1
14;11;2,14743632136102;43,9091902257978;0;2;1;1
14;12;1,9060116871713;41,7251609312394;0;2;1;1
14;13;1,86853640122778;40,4192757542012;0;2;1;1
14;14;2,19292082486179;44,7698666649437;0;2;1;1
14;15;2,12228958532366;37,3703193408618;0;2;1;1
15;1;1,58585350319994;37,9448278500368;0;3;1;1
15;2;2,39918837868604;42,2602157331476;0;3;1;1
15;3;1,48640301011729;39,4357182632073;0;3;1;1
15;4;2,24138547833539;42,398524197337;0;3;1;1
15;5;1,36221704389445;39,5782091121323;0;3;1;1
15;6;1,91408169868797;41,833707683133;0;3;1;1
15;7;1,94324943489543;41,1932412946111;0;3;1;1
15;8;1,73958445096194;38,3369171565589;0;3;1;1
15;9;1,80490000064445;41,9863761645606;0;3;1;1
15;10;1,4246934292666;36,8129085007353;0;3;1;1
15;11;2,44934854133572;44,216597005523;0;3;1;1
15;12;2,01669852769733;42,7080931070344;0;3;1;1
15;13;1,94801233898946;41,2457562217686;0;3;1;1
15;14;2,37466571800069;44,9216946273533;0;3;1;1
15;15;2,21939798677643;38,9431022625365;0;3;1;1
16;1;1,58283430349356;39,1262653366737;0;3;1;1
16;2;2,50155183296796;44,774107475463;0;3;1;1
16;3;1,76473630981123;41,3145750733518;0;3;1;1
16;4;2,08032234018652;42,6706217825789;0;3;1;1
16;5;1,82442409263894;41,0845500743662;0;3;1;1
16;6;2,06430463567826;42,3319252928071;0;3;1;1
16;7;2,04958399865348;39,7780446820684;0;3;1;1
16;8;1,72595096372481;41,1820863083005;0;3;1;1
16;9;1,8124013815947;42,5144433164295;0;3;1;1
16;10;1,67145053430265;37,9926352279219;0;3;1;1
16;11;2,50079221263014;44,1567194870603;0;3;1;1
16;12;2,10400318329119;44,2202164096904;0;3;1;1
16;13;1,84394059935349;41,6152551813921;0;3;1;1
16;14;2,60703994930163;46,6371282176535;0;3;1;1
16;15;1,99504134413901;41,8946298573797;0;3;1;1
17;1;1,84458706799341;40,2915789768356;0;3;1;1
17;2;2,32433394233617;45,6709873233331;0;3;1;1
17;3;1,91836941218627;41,878154945259;0;3;1;1
17;4;2,0483834117172;45,0280964869521;0;3;1;1
17;5;1,56577370174981;40,8832176656109;0;3;1;1
17;6;2,1246120574722;44,5860268910462;0;3;1;1
17;7;2,09501977817398;42,4981880582029;0;3;1;1
17;8;1,65138360456762;40,3602747579243;0;3;1;1
17;9;1,97529631508027;42,6757335249094;0;3;1;1
17;10;1,63291380867307;38,0108966902907;0;3;1;1
17;11;2,11456067784452;46,8323996484721;0;3;1;1
17;12;2,07416436589888;44,9378580918961;0;3;1;1
17;13;1,51398777662683;43,5206728053424;0;3;1;1
17;14;2,59640495184272;46,4260337576581;0;3;1;1
17;15;2,18183859133816;39,883865253162;0;3;1;1
18;1;1,47119197547682;41,785996972982;0;3;1;1
18;2;2,43855930773861;47,5187528927799;0;3;1;1
18;3;1,72403667223974;41,9710220878569;0;3;1;1
18;4;2,08415508121488;47,4284898645754;0;3;1;1
18;5;1,76325412071345;43,150116366427;0;3;1;1
18;6;2,42115875363255;46,8420481697235;0;3;1;1
18;7;1,7691851949443;43,3173016113552;0;3;1;1
18;8;1,6896643762584;41,6513101158318;0;3;1;1
18;9;1,86293591151458;43,5351683151805;0;3;1;1
18;10;1,61351334302953;39,8283033644025;0;3;1;1
18;11;2,40551175627365;46,1503862467996;0;3;1;1
18;12;1,9506007354004;45,7856805704852;0;3;1;1
18;13;1,62192352777631;42,3542074830658;0;3;1;1
18;14;2,26726750163239;47,709533718838;0;3;1;1
18;15;2,06100794935014;42,9608918854333;0;3;1;1
19;1;1,67743924271431;41,1588683772094;0;3;1;1
19;2;2,29777533881892;45,5449215617697;0;3;1;1
19;3;1,48593174458162;43,0004375965524;0;3;1;1
19;4;2,0746016000657;46,9690426492025;0;3;1;1
19;5;1,50957556821935;42,4576204477999;0;3;1;1
19;6;2,07712103145578;46,0588986121634;0;3;1;1
19;7;1,87044183626705;43,008264279525;0;3;1;1
19;8;1,54626967406321;40,6615736825687;0;3;1;1
19;9;1,75075423485436;45,6955864474899;0;3;1;1
19;10;1,60558137468261;41,0046575872151;0;3;1;1
19;11;2,10636601946977;47,8585414552979;0;3;1;1
19;12;2,05802779860943;46,1830724305173;0;3;1;1
19;13;1,70074547164609;45,5073888968695;0;3;1;1
19;14;2,80747982890571;50,8326661964653;0;3;1;1
19;15;1,92813817895876;42,1946293948741;0;3;1;1
20;1;1,76231334990755;41,9388944594528;0;3;1;1
20;2;2,44277406072932;48,7092750817273;0;3;1;1
20;3;1,56071159969856;43,0465002283316;0;3;1;1
20;4;2,32998288148669;48,8558223904084;0;3;1;1
20;5;1,98603333474416;42,5492851946353;0;3;1;1
20;6;1,92959561314328;45,8243615732626;0;3;1;1
20;7;2,00733075087995;43,7475948823308;0;3;1;1
20;8;1,72361121310401;40,9013980774802;0;3;1;1
20;9;1,98081765169796;43,558531363276;0;3;1;1
20;10;1,69043033098997;40,4979019761322;0;3;1;1
20;11;2,43754025161607;48,9911311320418;0;3;1;1
20;12;1,96373690331503;46,1727515723436;0;3;1;1
20;13;2,09318857221094;46,3300461507644;0;3;1;1
20;14;2,54846427334517;50,6573707284349;0;3;1;1
20;15;1,91002483953568;46,0876470274698;0;3;1;1
21;1;1,70649458357388;42,6112495995393;0;3;1;1
21;2;2,35185787796459;48,9452976817443;0;3;1;1
21;3;1,72911450668625;45,4282701773934;0;3;1;1
21;4;1,95551229675178;48,4186116396334;0;3;1;1
21;5;1,80265171555386;41,4806228793309;0;3;1;1
21;6;2,12078053398735;46,7614694556718;0;3;1;1
21;7;2,23246314665431;45,9696382628917;0;3;1;1
21;8;1,5935747615258;43,0257732009745;0;3;1;1
21;9;2,00247049927904;45,7815581517261;0;3;1;1
21;10;1,49989285967481;39,477148942558;0;3;1;1
21;11;2,32934800477661;50,1154821447556;0;3;1;1
21;12;2,30742752298514;47,8936239762001;0;3;1;1
21;13;2,03302513288527;47,156707473808;0;3;1;1
21;14;2,38550201330456;49,8813112017898;0;3;1;1
21;15;2,11862598773082;46,712740904943;0;3;1;1
22;1;1,88322349355362;42,3965129772498;0;4;1;2
22;2;2,15144335684022;52,0964031427429;0;4;1;2
22;3;1,50022749456626;43,1311952123198;0;4;1;2
22;4;1,89624662404063;48,9480577649471;0;4;1;2
22;5;2,19138198750677;44,8298611426191;0;4;1;2
22;6;2,21075812429872;48,5986230952345;0;4;1;2
22;7;2,33220971095076;44,9787275388995;0;4;1;2
22;8;1,75547594850038;43,1194398425509;0;4;1;2
22;9;2,60409444931306;45,9188534762838;0;4;1;2
22;10;1,76008193475062;42,398054050959;0;4;1;2
22;11;1,8486083297225;52,9818907620105;0;4;1;2
22;12;2,15626505572746;47,759086657654;0;4;1;2
22;13;2,52076728281107;47,2561180195189;0;4;1;2
22;14;2,43523624202662;51,8833655415814;0;4;1;2
22;15;2,21490631049949;44,4633094392428;0;4;1;2
23;1;1,87623357496286;44,2403452721196;0;4;1;2
23;2;2,62507129049004;52,0071709110478;0;4;1;2
23;3;1,65002003600323;46,6774744245765;0;4;1;2
23;4;2,08443868064495;49,6982367106646;0;4;1;2
23;5;2,13465831988315;45,0963553150994;0;4;1;2
23;6;2,39303039599321;49,1917265089645;0;4;1;2
23;7;2,17665093033675;46,6402763960974;0;4;1;2
23;8;1,881037517878;44,0896826135621;0;4;1;2
23;9;2,73001782160003;47,186847400603;0;4;1;2
23;10;1,94712214172564;42,6047343931156;0;4;1;2
23;11;1,96514797380419;51,8562837246323;0;4;1;2
23;12;2,17171908561824;48,5653790387699;0;4;1;2
23;13;2,41647003073068;47,8959636467382;0;4;1;2
23;14;2,15090290952481;54,7925391876139;0;4;1;2
23;15;2,17040389653735;44,71660822675;0;4;1;2
24;1;2,29037526824212;43,7351327604298;0;4;1;2
24;2;2,33667738090903;54,6965776310936;0;4;1;2
24;3;1,69952219701623;45,7146385351096;0;4;1;2
24;4;1,86237010743874;51,5649096723665;0;4;1;2
24;5;1,92176472056223;46,7427882886836;0;4;1;2
24;6;2,50010937189052;50,8923427355458;0;4;1;2
24;7;2,20383775854281;46,6892141735283;0;4;1;2
24;8;1,84045755119352;44,6146448817338;0;4;1;2
24;9;2,55946409913443;49,3290600468486;0;4;1;2
24;10;1,64384482245981;43,4254103197323;0;4;1;2
24;11;1,31456830814739;52,0479070518522;0;4;1;2
24;12;2,30333100106521;50,3437736980578;0;4;1;2
24;13;2,52860273330059;50,3396151542875;0;4;1;2
24;14;2,2431940955671;52,7292629680989;0;4;1;2
24;15;2,69880203036987;47,3758091084737;0;4;1;2
25;1;2,21684242437973;46,812584928074;0;4;1;2
25;2;2,41152892364266;52,9727709150444;0;4;1;2
25;3;1,77072544005383;46,7752580832524;0;4;1;2
25;4;1,84797054798655;50,2712069520867;0;4;1;2
25;5;1,73475511859922;48,2007605114347;0;4;1;2
25;6;2,13253968489396;50,1144812634216;0;4;1;2
25;7;1,84180223435479;47,581347289841;0;4;1;2
25;8;2,10743892027891;45,1605186083599;0;4;1;2
25;9;2,92714709362134;50,8829719553975;0;4;1;2
25;10;1,57992937246594;43,1345494093899;0;4;1;2
25;11;1,93087927019002;52,7974604548908;0;4;1;2
25;12;2,53274515803406;51,8257682735275;0;4;1;2
25;13;2,12754402069685;51,2876750384444;0;4;1;2
25;14;2,16806099123452;55,3634797273513;0;4;1;2
25;15;2,66464472702486;48,5039006705343;0;4;1;2
26;1;2,43823920791744;46,5619917480554;0;4;1;2
26;2;2,26530809504687;52,6137317565299;0;4;1;2
26;3;1,77243577279491;46,7321030010533;0;4;1;2
26;4;2,03729005066057;52,3526749904424;0;4;1;2
26;5;2,11448972793736;46,6621642223203;0;4;1;2
26;6;2,37710086768545;52,8164928361691;0;4;1;2
26;7;2,23539866722259;49,6172756726586;0;4;1;2
26;8;2,13580852916732;44,3425048909127;0;4;1;2
26;9;2,71888014993569;53,1270151993821;0;4;1;2
26;10;2,31195048670152;44,7935011028592;0;4;1;2
26;11;2,33075801155513;53,7311062203984;0;4;1;2
26;12;2,46201682013538;54,374075230243;0;4;1;2
26;13;2,19780813824396;51,8812683486895;0;4;1;2
26;14;2,27564098145756;55,2920060197515;0;4;1;2
26;15;2,35346060375239;49,7536505872649;0;4;1;2
27;1;2,27575670809928;48,1769191262253;0;4;1;2
27;2;2,50506828151941;54,4986929633112;0;4;1;2
27;3;1,87779299694349;46,7875408232074;0;4;1;2
27;4;2,06981749089612;53,2744116165441;0;4;1;2
27;5;1,81606970832357;50,1524165667831;0;4;1;2
27;6;2,28193959883469;53,9714721147625;0;4;1;2
27;7;2,10705232418805;50,4839816822496;0;4;1;2
27;8;2,17048729381592;46,830382078816;0;4;1;2
27;9;2,91424247350126;53,6685917961994;0;4;1;2
27;10;2,01138175439754;43,6419014304007;0;4;1;2
27;11;1,78878518192272;54,4439081561392;0;4;1;2
27;12;2,09146930992353;55,088213929643;0;4;1;2
27;13;2,41355992275433;53,2494511183416;0;4;1;2
27;14;2,28751746303621;58,6372282820772;0;4;1;2
27;15;2,27407527695607;51,3360535691499;0;4;1;2
28;1;2,42691213068222;47,8531456844879;0;4;1;2
28;2;2,74294771873622;58,5080255539197;0;4;1;2
28;3;1,7721311686571;48,5377411517103;0;4;1;2
28;4;2,22456590273332;51,6239717670996;0;4;1;2
28;5;1,92929860465337;49,6860747974807;0;4;1;2
28;6;2,24187151933209;55,6202318339559;0;4;1;2
28;7;2,23631226977709;52,6172827981425;0;4;1;2
28;8;1,99901198338152;48,9286220872863;0;4;1;2
28;9;3,0322118313363;54,8800535794801;0;4;1;2
28;10;1,93618546393808;47,4710715556993;0;4;1;2
28;11;2,13498517391447;55,321925580483;0;4;1;2
28;12;2,37387818416045;52,3372933665737;0;4;1;2
28;13;2,38916859339002;52,8358906446227;0;4;1;2
28;14;2,34513101204786;57,4514291117315;0;4;1;2
28;15;2,56178574277913;51,4410473171827;0;4;1;2
29;1;1,97107514975503;49,3378965975977;0;5;1;2
29;2;2,57885911124354;58,5798822193543;0;5;1;2
29;3;2,18462227003408;49,6975996152314;0;5;1;2
29;4;1,99661758969913;52,4538544270325;0;5;1;2
29;5;2,06214429037587;49,0454261050484;0;5;1;2
29;6;2,16632835417972;54,7867345167515;0;5;1;2
29;7;2,07454893475148;53,7342579508447;0;5;1;2
29;8;1,96376179122783;49,075633275036;0;5;1;2
29;9;3,11059811875526;56,8665934811487;0;5;1;2
29;10;2,08959221384051;48,1105060419439;0;5;1;2
29;11;1,88152085960932;57,0490596555615;0;5;1;2
29;12;2,31612377093041;54,5691565544557;0;5;1;2
29;13;2,51327875460135;54,8940684920316;0;5;1;2
29;14;2,58413441840581;56,6611260817646;0;5;1;2
29;15;2,25311745397258;55,155032249895;0;5;1;2
30;1;2,41366656331037;50,2989616952372;0;5;1;2
30;2;2,59731863413507;58,521470812622;0;5;1;2
30;3;1,64781871177422;49,8089548515992;0;5;1;2
30;4;1,81359566603477;54,5122327547896;0;5;1;2
30;5;1,88702542801569;50,2643928720188;0;5;1;2
30;6;2,31452172343573;55,0540244721948;0;5;1;2
30;7;2,09168111083268;55,0457110492862;0;5;1;2
30;8;2,19725534591821;49,122082926271;0;5;1;2
30;9;2,90019687296139;59,7290488880974;0;5;1;2
30;10;2,0460415576617;48,1995023801975;0;5;1;2
30;11;1,74872271617166;54,52910942661;0;5;1;2
30;12;2,43702974592973;55,4115737112886;0;5;1;2
30;13;2,32084667070296;55,9784648787208;0;5;1;2
30;14;2,20146403800675;60,8767905231326;0;5;1;2
30;15;2,30394313428257;54,5329981698819;0;5;1;2
31;1;2,66330937379695;53,4193641494721;0;5;1;2
31;2;2,70820458846143;61,5318107235914;0;5;1;2
31;3;1,67397453874658;50,7998534409833;0;5;1;2
31;4;2,18303244460984;54,6157758269132;0;5;1;2
31;5;1,8966767961846;50,5029836045954;0;5;1;2
31;6;2,29659828985599;58,1502519513887;0;5;1;2
31;7;2,15843403996781;54,7210017234593;0;5;1;2
31;8;2,34105694217973;49,1802583544403;0;5;1;2
31;9;2,95596588393187;58,6635908012741;0;5;1;2
31;10;1,97798693791323;49,2317205256768;0;5;1;2
31;11;1,96044283217974;58,1806830711741;0;5;1;2
31;12;2,18788169262419;56,5391885281998;0;5;1;2
31;13;2,53575922880703;56,1601945465162;0;5;1;2
31;14;2,34483876693035;61,9817390160628;0;5;1;2
31;15;2,5739861280829;55,7548927392523;0;5;1;2
32;1;2,53468908388424;51,2681712737713;0;5;1;2
32;2;2,93262991334541;61,602205282259;0;5;1;2
32;3;1,72345129878387;50,8256907868089;0;5;1;2
32;4;2,11346156789875;55,4325093660048;0;5;1;2
32;5;2,04535682322784;50,2533862964731;0;5;1;2
32;6;2,33384540591407;57,6900948191263;0;5;1;2
32;7;2,39528577728834;56,0317621077414;0;5;1;2
32;8;2,00774580539525;51,6724388866708;0;5;1;2
32;9;2,92658807388317;58,4467520908053;0;5;1;2
32;10;2,10677870121777;48,8704496082968;0;5;1;2
32;11;2,11552568472146;57,2466515171425;0;5;1;2
32;12;2,36541833200571;57,1886334221739;0;5;1;2
32;13;2,47225696217719;56,1786317232924;0;5;1;2
32;14;2,23343263329679;60,9925351917124;0;5;1;2
32;15;2,76953030311115;57,1436695728934;0;5;1;2
33;1;2,05196101435544;54,041389108593;0;5;1;2
33;2;2,72835698327118;62,5259531593761;0;5;1;2
33;3;1,54368904353715;52,4397400626875;0;5;1;2
33;4;1,99555906417581;57,8115029529548;0;5;1;2
33;5;1,82026983434508;51,514485269567;0;5;1;2
33;6;2,16730917074981;55,6277658259194;0;5;1;2
33;7;2,07963013262577;57,9910725936209;0;5;1;2
33;8;2,16528020951705;52,3598100505965;0;5;1;2
33;9;3,22611566115978;63,9106570333667;0;5;1;2
33;10;1,95263877544784;50,1500922450408;0;5;1;2
33;11;1,73494513896829;56,0719985704322;0;5;1;2
33;12;2,31100220317452;57,9397607683288;0;5;1;2
33;13;2,20069708224886;58,603558840946;0;5;1;2
33;14;2,60499067235781;61,8442534336929;0;5;1;2
33;15;2,62214959926338;58,6308497958368;0;5;1;2
34;1;2,39864760421323;55,0596563383933;0;5;1;2
34;2;2,55415418778475;64,6750339434167;0;5;1;2
34;3;1,90569307325213;51,1342239697151;0;5;1;2
34;4;2,11094942388781;58,3493008337687;0;5;1;2
