"t";"pig";"FI";"OLW";"culled";"week";"pen";"feedMix"
8;4;2.02057539919264;37.3320463116423;0;2;2;1
8;5;1.72642081207183;37.4153138564622;0;2;2;1
8;6;1.99037019101211;38.1892905510717;0;2;2;1
8;7;1.98335761113102;38.1914251411202;0;2;2;1
8;8;1.77053988998264;34.3268851221349;0;2;2;1
8;9;1.59665377226272;36.919689820803;0;2;2;1
8;10;2.08473011293456;36.5326058992409;0;2;2;1
8;11;1.74993197987512;34.5338503326177;0;2;2;1
8;12;1.90559652626455;35.7486360939997;0;2;2;1
8;13;1.71343782682456;34.6541653262735;0;2;2;1
8;14;1.63479422281426;35.0823260145593;0;2;2;1
8;15;2.00256369017194;34.0129875159987;0;2;2;1
9;1;1.7885519015662;33.457847747824;0;2;2;1
9;2;1.6419317512954;36.4701659022431;0;2;2;1
9;3;2.36590184864017;35.9200282436939;0;2;2;1
9;4;2.25003617667249;37.8296355916477;0;2;2;1
9;5;1.74318146094111;38.4614461872983;0;2;2;1
9;6;2.06014498772379;37.2997007344811;0;2;2;1
9;7;1.90814130989308;38.3162577948126;0;2;2;1
9;8;1.72707041424185;37.1421234667621;0;2;2;1
9;9;1.97940285351164;38.7719741988363;0;2;2;1
9;10;2.08519038963921;38.3230451630897;0;2;2;1
9;11;1.66632864716788;36.1809707899215;0;2;2;1
9;12;1.76503655355976;38.0386316607851;0;2;2;1
9;13;1.97163782870414;36.1725505746916;0;2;2;1
9;14;1.97108403390557;34.7565304211406;0;2;2;1
9;15;1.59446165676454;34.5523463104751;0;2;2;1
10;1;1.51408107718348;35.8447242996436;0;2;2;1
10;2;1.65223035314823;38.5426110606513;0;2;2;1
10;3;2.40114561491641;35.9876644917011;0;2;2;1
10;4;2.08735326279096;38.3223721375725;0;2;2;1
10;5;1.61326784628452;37.4134185957126;0;2;2;1
10;6;2.02017952104827;38.224721406902;0;2;2;1
10;7;1.90564605260704;38.0433805666426;0;2;2;1
10;8;1.83518432320953;36.2417726453992;0;2;2;1
10;9;2.07996810410128;40.6012880980106;0;2;2;1
10;10;2.0963351320852;38.0332318843589;0;2;2;1
10;11;1.78869403967328;36.5715904793754;0;2;2;1
10;12;1.43296694031411;36.3201022707995;0;2;2;1
10;13;2.11307586735981;39.2381082833604;0;2;2;1
10;14;1.50750578464629;34.0830518196011;0;2;2;1
10;15;1.50374338549398;35.5350705490979;0;2;2;1
11;1;1.7165973673289;35.2570197138084;0;2;2;1
11;2;2.05809206376925;38.7181943628355;0;2;2;1
11;3;2.23347174059774;38.6054334224432;0;2;2;1
11;4;2.00382655124557;39.7802053663311;0;2;2;1
11;5;1.7216179310222;38.7493143677208;0;2;2;1
11;6;2.14822437017712;39.1810617927475;0;2;2;1
11;7;2.14217495062118;38.613453942122;0;2;2;1
11;8;1.99000666811468;38.1873477289346;0;2;2;1
11;9;1.86292380407078;41.3093099296859;0;2;2;1
11;10;2.04266426944577;38.6713458850477;0;2;2;1
11;11;1.95468298581945;36.6304647924492;0;2;2;1
11;12;1.43170428088631;37.6547554699627;0;2;2;1
11;13;2.29399072385064;36.1681029232818;0;2;2;1
11;14;1.43659173233955;36.1797620416488;0;2;2;1
11;15;1.59591511613649;35.0440733424712;0;2;2;1
12;1;1.89171154738702;35.8970880662855;0;2;2;1
12;2;2.07844758665145;37.7665782574501;0;2;2;1
12;3;2.34089675709693;40.6466751662714;0;2;2;1
12;4;2.18538084647058;39.1337332445565;0;2;2;1
12;5;1.74565754446998;39.6845794930177;0;2;2;1
12;6;2.02992265046094;40.57687794021;0;2;2;1
12;7;2.16794513936116;39.6056544192844;0;2;2;1
12;8;2.46421268030652;38.8652155957834;0;2;2;1
12;9;1.96747720407223;40.3927010652966;0;2;2;1
12;10;2.15942806116544;40.019407891847;0;2;2;1
12;11;1.63531051915711;36.9285392964031;0;2;2;1
12;12;1.61332645644548;38.6467398058811;0;2;2;1
12;13;2.27038659948633;38.793750289862;0;2;2;1
12;14;1.53704432414002;36.9510357992733;0;2;2;1
12;15;1.56173642640094;38.2909821558426;0;2;2;1
13;1;1.38014893281617;37.2404688214204;0;2;2;1
13;2;2.05275024158432;39.5093195752589;0;2;2;1
13;3;2.35386783504809;42.2105144793365;0;2;2;1
13;4;2.12293129679561;39.7723534042833;0;2;2;1
13;5;1.80078540112929;39.663629384699;0;2;2;1
13;6;1.84197532213548;41.0778413545829;0;2;2;1
13;7;2.36530729422608;40.4325939758225;0;2;2;1
13;8;1.96001622598219;38.4140970445499;0;2;2;1
13;9;1.89071436404089;41.1183848781995;0;2;2;1
13;10;2.11110272547534;40.885188306262;0;2;2;1
13;11;1.79139569739609;39.044713120025;0;2;2;1
13;12;1.65629747279374;38.3005213187876;0;2;2;1
13;13;2.24186428009842;40.7797478141097;0;2;2;1
13;14;1.32120063260903;37.8837133844679;0;2;2;1
13;15;1.93484974081454;39.2192127519932;0;2;2;1
14;1;2.07065470138972;37.3304789067296;0;2;2;1
14;2;2.12468563784569;41.3788361895153;0;2;2;1
14;3;2.28120651487454;41.5341013606792;0;2;2;1
14;4;2.35675075479878;42.318740180426;0;2;2;1
14;5;1.90571411917313;41.1262179629188;0;2;2;1
14;6;2.17191020305664;40.6691990493562;0;2;2;1
14;7;2.40957345637243;44.1355270287922;0;2;2;1
14;8;1.79150846669493;41.1474561654436;0;2;2;1
14;9;1.83230208401549;44.0769709770719;0;2;2;1
14;10;2.25779737049599;41.9674286543993;0;2;2;1
14;11;1.76898651449243;40.0012270425096;0;2;2;1
14;12;1.66308310710732;39.8465677631397;0;2;2;1
14;13;2.38769580104142;41.1704548946605;0;2;2;1
14;14;1.49329249390598;36.8528315697237;0;2;2;1
14;15;1.85050657836962;37.9971718995121;0;2;2;1
15;1;2.18652192894057;39.6429744237342;0;3;2;1
15;2;2.18877632021785;39.7223320052759;0;3;2;1
15;3;2.34259648979034;40.2984637156953;0;3;2;1
15;4;2.42376482487722;44.3252954355649;0;3;2;1
15;5;1.75235809252869;41.0732964823299;0;3;2;1
15;6;1.91248375778985;42.6956138537638;0;3;2;1
15;7;2.24207280495556;42.9160245884379;0;3;2;1
15;8;2.09348361924918;42.1318678393369;0;3;2;1
15;9;2.34231604926477;44.0876829571647;0;3;2;1
15;10;2.22354516077808;43.8465504157536;0;3;2;1
15;11;1.60142404859021;40.7926486642188;0;3;2;1
15;12;1.55677033175725;39.4467274569016;0;3;2;1
15;13;2.09165640412645;43.6512092496322;0;3;2;1
15;14;1.76578250997758;37.0304540142372;0;3;2;1
15;15;1.92749994224551;39.2897169733265;0;3;2;1
16;1;1.59593449392455;39.183911495931;0;3;2;1
16;2;1.79564607947749;43.1606904959136;0;3;2;1
16;3;2.54090666243669;42.7196229900926;0;3;2;1
16;4;2.27292987554053;44.8849095621083;0;3;2;1
16;5;1.80989095460553;42.4599019877002;0;3;2;1
16;6;2.28423076659633;45.0356733728468;0;3;2;1
16;7;2.18969644683886;45.1004443789444;0;3;2;1
16;8;2.1235663672402;42.613563410559;0;3;2;1
16;9;1.88123516498116;43.4818603735589;0;3;2;1
16;10;2.35898466156033;45.7174040085144;0;3;2;1
16;11;1.62142149748627;38.7930211278266;0;3;2;1
16;12;1.75007442116856;40.860246471825;0;3;2;1
16;13;1.99888532556239;41.3515630231337;0;3;2;1
16;14;1.49507551015946;38.9275942612903;0;3;2;1
16;15;1.83206630062296;38.2442869352169;0;3;2;1
17;1;2.06643741918439;39.6647024006142;0;3;2;1
17;2;2.22917655733795;43.7049682769598;0;3;2;1
17;3;2.45331422282681;44.7526482422511;0;3;2;1
17;4;2.32755638106505;45.7197067841146;0;3;2;1
17;5;1.84222883267866;44.1542833506684;0;3;2;1
17;6;2.06036393857278;43.3328035669136;0;3;2;1
17;7;2.24720798046332;46.3900632077056;0;3;2;1
17;8;2.23877102609517;43.1961674966868;0;3;2;1
17;9;1.79598683780279;45.6681382806302;0;3;2;1
17;10;2.45870054321726;46.2025044799654;0;3;2;1
17;11;1.81594627068227;41.1667777033872;0;3;2;1
17;12;1.6999062369581;41.5702730583176;0;3;2;1
17;13;2.14406881383058;43.8156600108575;0;3;2;1
17;14;1.68512618070141;38.9682199402813;0;3;2;1
17;15;1.89380656800351;38.6675376238791;0;3;2;1
18;1;1.6715278592996;42.1140087381156;0;3;2;1
18;2;2.07575218879681;43.063882702035;0;3;2;1
18;3;2.56267720076392;45.1652934199523;0;3;2;1
18;4;2.41013840145873;46.1535751177362;0;3;2;1
18;5;1.58398642930967;46.0630343330735;0;3;2;1
18;6;1.91346441079153;44.6536155241178;0;3;2;1
18;7;2.38806861905755;47.2004430465708;0;3;2;1
18;8;2.32480378210256;44.7775565978158;0;3;2;1
18;9;2.19722496958391;43.9727738813516;0;3;2;1
18;10;2.14563377708976;47.3788128068759;0;3;2;1
18;11;2.11984163314012;41.4506473793314;0;3;2;1
18;12;1.59645377749243;41.9628810770163;0;3;2;1
18;13;2.05785632897351;43.6345904884704;0;3;2;1
18;14;1.72259574339904;40.554767531122;0;3;2;1
18;15;1.78427417567521;41.7468960536597;0;3;2;1
19;1;1.58462775891934;40.6171631729056;0;3;2;1
19;2;2.39573100148989;42.8510453776561;0;3;2;1
19;3;2.25547133518847;47.2742364698222;0;3;2;1
19;4;2.18497089743534;50.0589292625572;0;3;2;1
19;5;1.9036010316943;44.1704402863064;0;3;2;1
19;6;2.34476468503986;46.6317051774219;0;3;2;1
19;7;2.47536615988473;46.4180016040529;0;3;2;1
19;8;2.38134257707586;45.1825435543259;0;3;2;1
19;9;2.01853375643717;47.8203654748728;0;3;2;1
19;10;2.11544451624451;48.317274709899;0;3;2;1
19;11;1.88583894630215;41.2365391554676;0;3;2;1
19;12;1.7189312983427;42.6813446072561;0;3;2;1
19;13;2.0902441581833;46.1623898305368;0;3;2;1
19;14;1.8473885471867;40.8116593205192;0;3;2;1
19;15;2.10346987566318;42.2172715740406;0;3;2;1
20;1;1.91139756384401;44.1767927796377;0;3;2;1
20;2;2.03441019120817;47.5278688488108;0;3;2;1
20;3;2.61323716895625;48.383944201796;0;3;2;1
20;4;2.33977786151582;49.4403466247147;0;3;2;1
20;5;2.08064673953714;46.5303911468753;0;3;2;1
20;6;2.1795697117887;48.2350107324037;0;3;2;1
20;7;2.70247038417192;47.6109827191803;0;3;2;1
20;8;2.34238485647428;46.5939908707535;0;3;2;1
20;9;2.13559144839427;47.9470352986801;0;3;2;1
20;10;2.18888612359626;47.9709033935724;0;3;2;1
20;11;1.90731500229129;42.8159154082603;0;3;2;1
20;12;1.56466521276366;44.7734130474473;0;3;2;1
20;13;2.50550184755807;47.6759029874639;0;3;2;1
20;14;1.64527494866442;41.1139953275033;0;3;2;1
20;15;1.99422258847999;44.1489111221452;0;3;2;1
21;1;1.83757480026949;42.2240053125922;0;3;2;1
21;2;1.87290559161995;49.0532132096765;0;3;2;1
21;3;2.48604228756623;50.7956282384487;0;3;2;1
21;4;2.52935495871109;51.8200670881434;0;3;2;1
21;5;1.81690812836557;46.8511097836441;0;3;2;1
21;6;2.22692543462471;48.5440333755695;0;3;2;1
21;7;2.5286552163476;50.578156797859;0;3;2;1
21;8;2.343682143768;47.3322430570706;0;3;2;1
21;9;2.21718940076694;48.7294762620905;0;3;2;1
21;10;2.5405535799645;52.9630346896364;0;3;2;1
21;11;1.75637225610181;44.9590979430383;0;3;2;1
21;12;1.53792905146938;44.6113712719784;0;3;2;1
21;13;2.15937839733436;47.1811835652484;0;3;2;1
21;14;2.13394162019777;42.0052805054499;0;3;2;1
21;15;2.14225260731569;43.9477357290996;0;3;2;1
22;1;1.92242138169679;45.809946503068;0;4;2;2
22;2;2.21270294817813;47.5267633095688;0;4;2;2
22;3;2.5890679615799;51.4465530062792;0;4;2;2
22;4;2.25804762644497;50.3480071786564;0;4;2;2
22;5;2.69836238179639;45.6300161812601;0;4;2;2
22;6;2.77590826632543;47.6402392727473;0;4;2;2
22;7;2.36174545859565;52.6214341945401;0;4;2;2
22;8;2.67950431454251;48.9437484839608;0;4;2;2
22;9;2.05763367626594;49.1027564664906;0;4;2;2
22;10;2.13467368453535;50.9142022359838;0;4;2;2
22;11;2.44616632073015;43.6299491634347;0;4;2;2
22;12;2.44955434408924;42.2011647705239;0;4;2;2
22;13;1.8897891964206;46.9572534177396;0;4;2;2
22;14;2.70382558371103;42.4447267599322;0;4;2;2
22;15;2.3502394028494;44.0088675226835;0;4;2;2
23;1;2.21366173551647;43.9231142209209;0;4;2;2
23;2;2.33473516280539;48.8207906957181;0;4;2;2
23;3;2.5196156403864;51.8222689654891;0;4;2;2
23;4;2.08157857222439;50.1732618982645;0;4;2;2
23;5;2.39508839187139;50.2865456098486;0;4;2;2
23;6;2.76177130922164;51.5254083364904;0;4;2;2
23;7;2.41988779365783;52.4554487913101;0;4;2;2
23;8;2.43262092066584;50.213371140676;0;4;2;2
23;9;2.4240742187131;49.6260247830402;0;4;2;2
23;10;2.1368862672739;50.3718823760626;0;4;2;2
23;11;2.39544863652154;44.8768863885367;0;4;2;2
23;12;2.57559293272443;44.59710263977;0;4;2;2
23;13;2.13955102734387;50.0696011677629;0;4;2;2
23;14;2.60952641036822;44.4010200003683;0;4;2;2
23;15;2.52007117113367;47.2649418433337;0;4;2;2
24;1;2.36653165563105;44.7330406159562;0;4;2;2
24;2;2.1958663573533;51.669247805927;0;4;2;2
24;3;2.44005032269342;51.6698761526272;0;4;2;2
24;4;2.42946790386136;51.2015861351897;0;4;2;2
24;5;2.5663982055275;47.1859160346959;0;4;2;2
24;6;2.61415116949731;50.9559968887146;0;4;2;2
24;7;2.41520284143062;51.7129783148038;0;4;2;2
24;8;2.78470355659;49.641882235407;0;4;2;2
24;9;2.43817318243174;50.1813704599949;0;4;2;2
24;10;2.17749418312332;52.7520137644748;0;4;2;2
24;11;2.48041093356574;46.3557646942217;0;4;2;2
24;12;2.73499212966427;47.2212734886552;0;4;2;2
24;13;2.00420958058582;50.2923444527497;0;4;2;2
24;14;2.76642545543327;45.7661858939608;0;4;2;2
24;15;2.14178987590699;47.5389402745067;0;4;2;2
25;1;2.16328205860851;46.4793278638433;0;4;2;2
25;2;2.31734169931649;51.1409442328062;0;4;2;2
25;3;2.8344767803625;54.8102882536357;0;4;2;2
25;4;2.01876039890967;53.0397281060368;0;4;2;2
25;5;2.30424124622862;50.6238020001536;0;4;2;2
25;6;2.73754855076294;52.4950036394365;0;4;2;2
25;7;2.74825774163624;54.0369913120945;0;4;2;2
25;8;2.68419626747451;51.0933870997142;0;4;2;2
25;9;2.44980232705509;52.6820808404412;0;4;2;2
25;10;2.37852049150641;53.5856587141709;0;4;2;2
25;11;2.40220540095201;47.9781376962317;0;4;2;2
25;12;2.59819971438605;48.9851883756504;0;4;2;2
25;13;2.23006420921099;49.2615254096608;0;4;2;2
25;14;2.77865735674262;48.9425291346587;0;4;2;2
25;15;2.35623683309759;47.670968579465;0;4;2;2
26;1;2.24418839457388;49.6925650490137;0;4;2;2
26;2;2.47910756781995;50.7553494394412;0;4;2;2
26;3;2.66794144905083;56.3486044803868;0;4;2;2
26;4;2.05360810068705;54.0532460552553;0;4;2;2
26;5;2.75989942025076;52.1302385348811;0;4;2;2
26;6;2.83298958182757;52.8797637207464;0;4;2;2
26;7;2.63788874947209;55.1057494820063;0;4;2;2
26;8;2.69704051697879;54.3585106650681;0;4;2;2
26;9;2.19364102243743;53.5100208507765;0;4;2;2
26;10;2.19186259432354;55.7502509793758;0;4;2;2
26;11;2.89379760663707;49.9569329410815;0;4;2;2
26;12;2.52745673930886;49.6109686538764;0;4;2;2
26;13;2.16860613816516;52.0263904844375;0;4;2;2
26;14;2.86843214450841;51.6434936336752;0;4;2;2
26;15;2.33725391615249;49.2837240197422;0;4;2;2
27;1;2.36771887142092;49.5112156790864;0;4;2;2
27;2;2.22598654933987;54.8262968942236;0;4;2;2
27;3;2.7211002143965;57.4617782025535;0;4;2;2
27;4;2.22482478158352;54.8109292681279;0;4;2;2
27;5;2.61072432621197;50.7178673670509;0;4;2;2
27;6;2.84544311165287;54.770747597979;0;4;2;2
27;7;2.48089217309706;54.4129968456304;0;4;2;2
27;8;2.60653490638663;55.3957274707948;0;4;2;2
27;9;2.20161449336638;54.2979823232554;0;4;2;2
27;10;2.33771435105248;56.1740884724642;0;4;2;2
27;11;2.77267749872268;49.6087532672967;0;4;2;2
27;12;2.36301269870003;50.5272616825793;0;4;2;2
27;13;2.21423441662272;52.1823854097711;0;4;2;2
27;14;3.04508021926569;51.9894925395267;0;4;2;2
27;15;2.29141012067963;50.5427072879462;0;4;2;2
28;1;2.12633203895657;51.0343759902128;0;4;2;2
28;2;2.53708020421358;54.9884151883167;0;4;2;2
28;3;2.67012625591103;55.7991664186294;0;4;2;2
28;4;2.26778082760339;54.3546081199475;0;4;2;2
28;5;2.50513439156911;52.4750567468117;0;4;2;2
28;6;2.71013281465715;54.6108122121287;0;4;2;2
28;7;2.75997375610502;58.5829184400938;0;4;2;2
28;8;2.88843335706828;54.4521371406905;0;4;2;2
28;9;2.57697791835592;55.3417667579589;0;4;2;2
28;10;2.14341426137482;57.4080152609318;0;4;2;2
28;11;2.34712227909437;50.6700313069747;0;4;2;2
28;12;2.73459400187255;52.2832305005526;0;4;2;2
28;13;2.34050211355492;51.9704634276537;0;4;2;2
28;14;2.77300937359993;51.0050197774407;0;4;2;2
28;15;2.28436084949367;51.9793710688348;0;4;2;2
29;1;2.3774553631949;50.5389962984262;0;5;2;2
29;2;2.48173935934054;54.7874512985197;0;5;2;2
29;3;2.61022655335202;59.8351979226295;0;5;2;2
29;4;2.37612571438108;57.5796353113494;0;5;2;2
29;5;2.57797872106903;57.2750516728642;0;5;2;2
29;6;2.88015923418151;57.550780602112;0;5;2;2
29;7;2.46774612161856;59.6627925122007;0;5;2;2
29;8;2.93543347794369;56.7520371917232;0;5;2;2
29;9;2.51727573035628;56.6490230077438;0;5;2;2
29;10;2.29570371792043;57.3470600955063;0;5;2;2
29;11;2.74973176786293;52.3147120466577;0;5;2;2
29;12;2.93329471259838;54.2791876115796;0;5;2;2
29;13;2.28636698785425;55.8445660587422;0;5;2;2
29;14;3.25896469750495;53.0405800965649;0;5;2;2
29;15;2.3625935698397;51.2564663463285;0;5;2;2
30;1;2.33032641719685;51.784460115342;0;5;2;2
30;2;2.49538897527326;55.6390885413019;0;5;2;2
30;3;2.48673497683125;58.1593400801471;0;5;2;2
30;4;2.04613195019851;57.9664494586621;0;5;2;2
30;5;2.57379579947165;55.5873119663617;0;5;2;2
30;6;3.09876710146925;57.1942817061372;0;5;2;2
30;7;2.49782003844271;60.6497491964786;0;5;2;2
30;8;2.58869365230008;57.9950284986501;0;5;2;2
30;9;2.24106858109625;57.3029509214699;0;5;2;2
30;10;2.25073904291623;59.815435983952;0;5;2;2
30;11;2.66495919913004;52.0616179003809;0;5;2;2
30;12;2.57761306006231;52.5800288901577;0;5;2;2
30;13;2.35760311879423;54.5664560276052;0;5;2;2
30;14;3.13997433809337;55.6368673748142;0;5;2;2
30;15;2.43948312483767;53.0065608113433;0;5;2;2
31;1;2.56318888162804;52.3252605789425;0;5;2;2
31;2;2.5571655165711;56.8423094558726;0;5;2;2
31;3;2.68415822311949;59.0518334982187;0;5;2;2
31;4;2.69725607851003;57.6688498974391;0;5;2;2
31;5;2.54926448537044;56.5307072941055;0;5;2;2
31;6;2.94434174954608;60.2272063236644;0;5;2;2
31;7;2.33757755150666;60.7529054597191;0;5;2;2
31;8;2.93669728498162;59.3244082787855;0;5;2;2
31;9;2.10134874644305;57.8081992580105;0;5;2;2
31;10;2.1921200809607;57.8144514813568;0;5;2;2
31;11;2.74542237067886;53.9004217543719;0;5;2;2
31;12;2.89139047772228;53.6508419017842;0;5;2;2
31;13;2.40876372269787;56.761715376861;0;5;2;2
31;14;2.81089543374605;57.265857592221;0;5;2;2
31;15;2.42951953979194;54.2252591657062;0;5;2;2
32;1;2.55130384801217;54.1447245199809;0;5;2;2
32;2;2.41980862086783;56.1257083804658;0;5;2;2
32;3;2.8578904260821;60.4663427017748;0;5;2;2
32;4;2.34621307782777;60.5969994105377;0;5;2;2
32;5;2.76681964057305;57.2749698509029;0;5;2;2
32;6;2.58528215648394;61.5363072393957;0;5;2;2
32;7;2.59056069546929;61.8187989760742;0;5;2;2
32;8;2.74906942251937;62.5318858892396;0;5;2;2
32;9;2.34898078753869;59.6329215115916;0;5;2;2
32;10;2.33978106920715;59.3254836618916;0;5;2;2
32;11;2.61573035320516;55.0975089827442;0;5;2;2
32;12;2.79565009538475;56.601947136421;0;5;2;2
32;13;2.28639969668593;55.5373598692632;0;5;2;2
32;14;2.70122085915471;57.4913583687097;0;5;2;2
32;15;2.34666741458503;55.5569072137224;0;5;2;2
33;1;2.44971075907029;55.3362381981798;0;5;2;2
33;2;2.9377524518038;58.1713163242407;0;5;2;2
33;3;2.62764380693969;61.2277985629502;0;5;2;2
33;4;2.32004400964671;59.8259228826131;0;5;2;2
33;5;2.58157362696133;58.685060850877;0;5;2;2
33;6;2.8760400089847;62.0171364323629;0;5;2;2
33;7;2.65780504560439;60.8014836980838;0;5;2;2
33;8;2.90339550159941;60.4230107182349;0;5;2;2
33;9;2.40191603297915;60.0669524419453;0;5;2;2
33;10;2.15240880344371;60.7971533116126;0;5;2;2
33;11;2.71313450399203;55.0722360997804;0;5;2;2
33;12;3.0033086448776;57.9108187387965;0;5;2;2
33;13;2.1670322398145;58.5246248875943;0;5;2;2
33;14;2.88198804153483;58.8828990739909;0;5;2;2
33;15;2.26334987723313;56.4813473085067;0;5;2;2
34;1;2.34803802001202;56.3646414816526;0;5;2;2
34;2;2.60211837363359;59.8436757957152;0;5;2;2
34;3;2.53701399149997;64.7334197877125;0;5;2;2
34;4;2.6129216039167;60.4870707135135;0;5;2;2
